Ontology,Classes,Individuals,Axioms,Logical Axioms,TBox,ABox,RBox,Data Properties,Object Properties,Annotation Properties,Profiles,Unnamed: 12,Factpp,HermiT,JFact,Konclude,Openllet,Pellet,KoncludeCLI
ore_ont_8019.owl,843,124,2610,1615,1157,378,80,30,123,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_10134.owl,1538,0,3354,1807,1804,0,3,0,9,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_1211.owl,1165,0,3879,2712,1684,1028,0,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0197,0.1655,0.8898,0.016,0.0481,0.0401,0.0622
ore_ont_727.owl,1165,0,3879,2712,1684,1028,0,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0199,0.1698,0.896,0.0163,0.0493,0.0453,0.0622
ore_ont_7327.owl,894,124,2696,1674,1228,378,68,27,102,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.009,3.4958,0.2597,0.0346,0.1971,OE,0.0843
ore_ont_1346.owl,837,0,3975,3137,1058,2079,0,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_12372.owl,837,0,3975,3137,1058,2079,0,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_9122.owl,233,780,1662,1344,403,941,0,0,87,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_4313.owl,629,0,1325,696,696,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_11572.owl,861,772,2568,1707,935,772,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0038,0.1291,0.1126,0.0118999999999999,0.0689,0.0711999999999999,0.066
ore_ont_7818.owl,261,157,1810,1353,715,629,9,99,98,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0054,0.1811,0.157,0.0202,0.0651,OE,0.0663
ore_ont_7938.owl,1665,0,3995,2325,2321,0,4,0,5,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_3515.owl,1395,0,3279,1872,1865,0,7,0,12,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_9251.owl,637,1348,2937,2299,951,1348,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_12892.owl,637,1348,2938,2300,951,1348,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0319,0.3728,0.7501,0.0101,0.158,0.1394,0.0644
ore_ont_9096.owl,841,103,2641,1703,1345,315,43,27,71,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_13578.owl,1191,0,2884,1692,1691,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_6437.owl,777,0,3355,2494,2453,0,41,45,40,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_13298.owl,791,0,2357,1560,1557,0,3,0,6,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_3635.owl,1093,0,3096,2002,2001,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_15030.owl,146,240,2098,1634,1393,240,1,159,160,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0064,0.8054,0.1686,0.0631,0.2262,0.193,0.1129
ore_ont_5688.owl,976,204,2888,1823,1444,315,64,0,91,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0229,2.0716,0.3742999999999999,0.025,0.2913,0.2716,0.0755
ore_ont_725.owl,1743,0,4185,2437,2433,0,4,0,5,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_14840.owl,1555,0,3625,2058,2051,0,7,0,12,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_6401.owl,347,153,2233,1763,857,838,68,0,125,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0635,1.88,0.4304,0.0395999999999999,0.3732,0.4272,0.0877
ore_ont_7169.owl,1268,0,2535,1267,1267,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_13413.owl,761,4,3427,2661,1505,1153,3,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.034,0.782,0.8182,0.0123,1.2699,1.1724,0.0593
ore_ont_12097.owl,1171,1028,3889,2716,1688,1028,0,0,2,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_8273.owl,317,0,2498,1862,1356,0,506,11,309,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_8911.owl,251,41,2251,1683,1097,82,504,3,315,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_1509.owl,256,30,2353,1772,1188,69,515,4,322,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_6446.owl,34,567,1979,1879,134,1731,14,39,28,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_6409.owl,1555,0,3624,2057,2050,0,7,0,12,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_5266.owl,1555,0,3624,2057,2050,0,7,0,12,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_10860.owl,177,163,1401,1152,609,526,0,33,41,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_5376.owl,1176,0,2777,1599,1598,0,1,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_1707.owl,1041,0,3193,2071,1937,0,134,8,74,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_894.owl,1873,0,4225,2349,2348,0,1,0,3,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_6923.owl,884,418,3637,2693,1111,1517,65,6,55,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0156,1.2034,0.4493,0.0331,0.2447,0.2093,0.1261
ore_ont_9786.owl,1287,0,3610,2131,1796,0,335,1,191,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_15273.owl,821,0,3753,2848,2807,0,41,45,40,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_2646.owl,1185,0,2875,1688,1687,0,1,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_1017.owl,1184,0,2874,1688,1687,0,1,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_7216.owl,632,0,1890,1252,1252,0,0,0,7,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_2950.owl,821,0,3839,2934,2893,0,41,45,40,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_7007.owl,69,329,2077,1945,311,1628,6,33,31,0,OWL2_DL - OWL2_FULL,OWL2_DL,OE,0.1791,IE,0.0223,0.3535,0.3014,0.1011
ore_ont_8563.owl,1621,0,3667,2035,2028,0,7,0,11,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_14370.owl,321,185,2491,2120,390,1685,45,0,51,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0294,0.3736,0.2362,0.0244,0.3985,0.3424,0.0782
ore_ont_3783.owl,767,260,2249,1481,1192,289,0,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_2266.owl,843,2079,3985,3141,1062,2079,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_15950.owl,1880,0,3992,2111,2110,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_14153.owl,1555,0,3849,2277,2270,0,7,0,17,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_5485.owl,1263,0,3706,2434,2431,0,3,0,9,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_10160.owl,1263,0,3706,2434,2431,0,3,0,9,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_5078.owl,873,7,4406,3531,1333,2198,0,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0381,0.1495,1.1768,0.0118999999999999,0.0489,0.0481,0.0715
ore_ont_11362.owl,873,7,4406,3531,1333,2198,0,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_12965.owl,873,7,4406,3531,1333,2198,0,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0381,0.1383,1.2339,0.0123,0.0518,0.0456,0.0716
ore_ont_7483.owl,2257,530,5564,3296,2260,1026,10,0,12,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0067,0.2977,0.2256999999999999,0.0219,0.0554,0.0559,0.087
ore_ont_8730.owl,82,469,2302,2124,242,1800,82,0,96,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0095,0.1197,0.2013,0.0509,0.0795,0.0707,0.0919
ore_ont_316.owl,1351,0,3898,2538,2535,0,3,0,9,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_3503.owl,1107,124,3386,2119,1659,378,82,32,129,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0118,4.3728,0.3347,0.0505,0.3018,OE,0.1048
ore_ont_13113.owl,1271,210,3581,2171,1844,211,116,0,141,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_12723.owl,1405,0,3921,2312,1955,0,357,1,203,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_9402.owl,1453,0,3957,2497,2493,0,4,0,7,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_10366.owl,1582,0,2534,941,941,0,0,0,11,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_7364.owl,1072,0,3569,2490,2486,0,4,0,7,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_11316.owl,1821,11,4308,2464,2434,11,19,0,23,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_15526.owl,1428,0,3992,2356,1992,0,364,1,207,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_12397.owl,2258,0,4936,2676,2675,0,1,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_7833.owl,1583,0,2535,941,941,0,0,0,11,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_412.owl,1166,0,3781,2498,2317,0,181,0,118,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_670.owl,2038,0,4365,2326,2325,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_2313.owl,1688,363,4266,2561,1935,616,10,0,17,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_11647.owl,155,404,2482,2243,362,1851,30,30,57,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_3003.owl,2150,0,4763,2609,2608,0,1,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_10026.owl,350,398,2367,1988,395,1587,6,0,30,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.0078,0.1462,0.1819,0.0149,0.063,0.052,0.0959
ore_ont_14353.owl,122,456,2407,2141,390,1629,122,0,144,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0093999999999999,0.2903,0.1999,0.1236,0.23,0.1915,0.1636
ore_ont_13545.owl,1655,179,4638,2915,2633,189,93,1,69,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_5707.owl,541,0,2232,1504,1376,0,128,0,188,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_16056.owl,309,213,2211,1898,1439,459,0,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.3092,TO,1.2697,0.1447,8.7337,4.7171,0.2569
ore_ont_13405.owl,72,151,1612,1426,327,991,108,17,98,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0058,IE,0.1341999999999999,0.0244,IE,OE,0.0688
ore_ont_4279.owl,1555,0,4291,2727,2723,0,4,0,9,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_1603.owl,350,0,2239,1675,1361,0,314,0,215,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_9662.owl,1514,1,4180,2459,2114,1,344,7,201,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_4383.owl,1997,0,3204,1200,1200,0,0,0,7,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_7776.owl,2147,0,4598,2450,2449,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_4652.owl,2000,0,3308,1279,1279,0,0,0,29,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_14031.owl,1926,0,4912,2975,2967,0,8,0,11,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_1481.owl,307,1063,2272,1841,539,1302,0,0,126,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_3931.owl,2307,0,5151,2821,2808,0,13,0,24,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_9617.owl,1601,0,4284,2673,2673,0,0,0,10,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_7610.owl,92,548,2596,2482,257,2219,6,8,15,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_7893.owl,345,0,1535,1156,1156,0,0,1,33,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_2496.owl,1555,0,4369,2802,2799,0,3,0,12,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_12281.owl,1555,0,4369,2802,2799,0,3,0,12,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_13859.owl,950,161,4406,3357,3137,169,51,46,54,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_2022.owl,1861,0,5321,3456,3452,0,4,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_15292.owl,1865,0,5326,3458,3454,0,4,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_5080.owl,1648,0,4485,2825,2822,0,3,0,12,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_8640.owl,803,329,2987,1919,1149,686,84,0,267,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.0107,1.7951,0.3061999999999999,0.0737999999999999,0.2914,0.249,0.2178
ore_ont_10874.owl,39,445,2576,2474,275,2193,6,33,31,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_10004.owl,2530,0,5608,3077,3076,0,1,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_4198.owl,41,323,2205,2095,333,1757,5,37,33,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_544.owl,2287,0,3800,1512,1512,0,0,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_5213.owl,1925,0,5510,3581,3577,0,4,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_9598.owl,1601,0,4284,2673,2673,0,0,0,10,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_13219.owl,91,324,3328,3119,432,2687,0,105,13,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_13444.owl,2095,0,5438,3331,3319,0,12,0,12,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_9998.owl,2314,0,3817,1472,1472,0,0,0,31,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_15741.owl,1187,0,5261,4073,1687,2385,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1281,0.6092,2.1802,0.0153,0.2644,0.2348,0.0852
ore_ont_15583.owl,1847,0,3056,1183,1173,10,0,0,26,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_8175.owl,1187,0,5261,4073,1687,2385,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_4527.owl,2101,0,6174,4069,2241,1826,2,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_13474.owl,860,855,4242,3382,1311,2070,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_380.owl,1214,0,3621,2407,2407,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_566.owl,1220,0,3631,2411,2411,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_10146.owl,2291,0,5098,2790,2783,0,7,0,17,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_14285.owl,110,580,1847,1669,255,1344,70,12,60,0,OWL2_DL - OWL2_FULL,OWL2_DL,IE,IE,IE,IE,IE,IE,0.1143
ore_ont_7120.owl,3039,0,6077,3038,3038,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_15860.owl,1699,260,4369,2669,2124,545,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_10350.owl,2314,0,4650,2335,2335,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_5983.owl,1861,0,4589,2726,2725,0,1,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_2440.owl,1864,0,4599,2733,2732,0,1,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_3102.owl,2849,0,6087,3220,3215,0,5,0,18,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_8142.owl,215,252,2814,2385,1069,1178,138,39,176,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_5502.owl,2397,22,5838,3285,3187,24,74,54,103,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_7532.owl,1924,2,5308,3097,2623,3,471,8,280,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_6226.owl,280,963,3522,3222,271,2951,0,0,22,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_8290.owl,3088,0,6535,3448,3448,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_869.owl,2347,0,5423,3065,3058,0,7,0,11,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_8298.owl,2339,0,5415,3065,3058,0,7,0,11,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_14667.owl,1046,4,6053,5002,2266,2733,3,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0401,1.5464,1.6971,0.0149,1.8439,1.3979,0.0926
ore_ont_524.owl,1193,2385,5271,4077,1691,2385,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_8744.owl,1836,0,7172,5328,2248,3076,4,0,8,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.051,1.2707,2.7521,0.0198,0.0702,0.0569,0.104
ore_ont_1117.owl,777,772,4652,3875,871,3003,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0184,0.8338,1.8688,0.0125,0.0834,0.098,0.1076
ore_ont_9947.owl,2411,2410,7295,4884,2415,2469,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.2873,0.3234,3.7747,0.0221999999999999,0.0784,0.0767,0.1199
ore_ont_12914.owl,1666,0,4104,2416,2408,0,8,0,22,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_3545.owl,39,501,3244,3147,141,2922,84,5,53,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0098999999999999,OE,IE,0.0158,IE,IE,0.0989
ore_ont_9943.owl,5104,0,10202,5098,5098,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_3968.owl,1864,0,4600,2733,2732,0,1,0,3,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_2377.owl,1663,0,4099,2414,2406,0,8,0,22,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_7778.owl,2016,6,7129,5100,2197,2900,3,0,13,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0171,0.7873,0.7536,0.0208,0.0584,0.0466,0.104
ore_ont_8509.owl,1726,171,4963,3096,2610,463,23,31,111,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_218.owl,2338,0,6250,3843,3788,0,55,0,69,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_2612.owl,2023,0,4999,2977,2977,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_507.owl,1607,0,7073,5456,2675,2781,0,0,10,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_6817.owl,777,772,5336,4559,871,3687,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0215,0.8624,2.1339,0.0125,0.1026,0.0963,0.1135
ore_ont_14912.owl,1155,7,7895,6712,1826,4843,43,0,28,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0407,18.3528,1.8481,0.0182,0.2891,0.2433,0.1171
ore_ont_2569.owl,3399,0,7395,3992,3991,0,1,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_3313.owl,865,2070,4219,3353,1283,2070,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_8595.owl,1865,150,5475,3388,2795,465,128,36,187,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_13153.owl,1882,150,5504,3400,2812,460,128,36,187,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_8203.owl,2983,0,7262,4278,3775,502,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_15297.owl,1886,150,5523,3415,2822,465,128,36,187,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_5894.owl,1914,150,5576,3440,2847,465,128,36,187,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_509.owl,1874,168,5551,3455,2810,517,128,36,187,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_6566.owl,1617,0,4928,3306,3306,0,0,0,5,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_9435.owl,2982,0,6759,3776,3775,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_11685.owl,473,0,2646,1781,1781,0,0,1,392,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_11349.owl,1835,1,7431,5595,2044,3550,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_9248.owl,1993,150,5772,3552,2958,465,129,36,192,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0226999999999999,9.2817,0.7827000000000001,0.0822,0.5662,OE,0.1662
ore_ont_11703.owl,2222,8,8204,5964,2468,3489,7,0,18,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_7817.owl,2103,150,5916,3587,3098,361,128,36,191,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0237,9.4838,0.8569,0.0765,0.614,OE,0.1617
ore_ont_8294.owl,2769,102,6406,3569,3390,111,68,0,69,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_10952.owl,2041,150,5880,3612,3018,465,129,36,192,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_9540.owl,51,198,2264,2168,113,2004,51,0,46,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_6727.owl,2096,150,5995,3672,3078,465,129,36,192,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0241,9.8759,0.8777,0.0823,0.6322,OE,0.1705
ore_ont_11619.owl,3619,0,8720,5100,5100,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_1475.owl,2785,0,6707,3912,3895,0,17,0,10,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_10326.owl,2785,0,6706,3910,3895,0,15,0,11,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_8941.owl,80,215,2421,2218,351,1752,115,19,105,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,
ore_ont_12325.owl,2135,153,6102,3739,3140,470,129,36,193,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0248,9.9436,0.8906,0.0833,0.6387,OE,0.1732
ore_ont_9673.owl,3100,0,7998,4882,4872,0,10,0,16,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_6905.owl,3100,0,7999,4883,4873,0,10,0,16,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
ore_ont_5197.owl,3112,0,8029,4902,4891,0,11,0,15,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,
