Statistics,Classes,Individuals,Axioms,Logical Axioms,TBox,ABox,RBox,Data Properties,Object Properties,Annotation Properties,Profiles,
ore_ont_13646.owl,751,154,2128,1261,950,211,100,0,118,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_11477.owl,202,263,1347,1121,561,551,9,1,24,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_1473.owl,1415,0,3091,1676,1676,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_6020.owl,227,603,1566,1233,457,776,0,6,101,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_13912.owl,32,121,1574,1486,170,1312,4,41,16,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_10517.owl,905,153,2619,1653,1212,374,67,6,56,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_3262.owl,156,12,1651,1252,812,51,389,1,243,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_2378.owl,1163,0,2849,1684,1684,0,0,0,2,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_13112.owl,818,809,2446,1628,819,809,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_5964.owl,659,193,2170,1424,1129,214,81,8,80,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_16255.owl,731,159,2184,1337,922,315,100,0,118,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_13404.owl,238,114,1311,907,730,177,0,0,167,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_12009.owl,1153,0,2333,1165,1153,0,12,0,15,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_8387.owl,128,515,1641,1505,197,1304,4,3,6,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_5764.owl,897,155,2650,1691,1158,470,63,6,57,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_9857.owl,1494,0,2271,776,776,0,0,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_5940.owl,695,0,2314,1611,1610,0,1,0,8,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_7877.owl,272,0,1314,1009,1009,0,0,0,33,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_8399.owl,767,260,2249,1481,1192,289,0,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_10503.owl,47,67,1460,1323,464,842,17,55,36,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_8135.owl,709,0,2344,1627,1626,0,1,0,8,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_11274.owl,452,0,2070,1615,1615,0,0,0,4,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_9890.owl,628,180,2229,1548,1264,226,58,1,54,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_8050.owl,249,116,1370,948,769,179,0,0,174,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_9957.owl,1261,1,2976,1668,1519,87,62,5,42,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_6951.owl,48,262,1480,1338,379,959,0,54,41,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_12931.owl,1269,0,3254,1985,1985,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_3835.owl,816,44,2068,1251,1162,89,0,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_16372.owl,745,23,2461,1648,1465,111,72,4,66,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_12925.owl,660,103,2213,1462,1105,315,42,27,65,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_6149.owl,1122,0,3087,1896,1830,0,66,0,71,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_12270.owl,681,206,2266,1565,872,673,20,0,22,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL
ore_ont_3344.owl,631,0,2928,2296,947,1348,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_11014.owl,1444,0,3263,1816,1815,0,1,0,3,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_4961.owl,19,185,1576,1529,120,1395,14,0,29,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_1445.owl,87,0,1320,970,705,0,265,4,260,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_14684.owl,87,0,1320,970,705,0,265,4,260,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_11115.owl,923,629,2872,1891,1099,731,61,0,59,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_7584.owl,87,0,1335,983,715,0,268,4,262,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_4796.owl,200,39,2080,1582,959,169,454,4,295,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_1646.owl,100,0,1416,1082,707,0,375,0,235,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_8006.owl,824,124,2538,1587,1141,378,68,27,101,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_6939.owl,1831,0,3663,1832,1832,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_3231.owl,85,0,1315,967,699,0,268,4,260,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_8916.owl,2078,0,4231,2153,2153,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_14123.owl,1248,0,3107,1846,1846,0,0,0,13,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_11157.owl,510,4,2623,2065,2055,4,6,23,26,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_8019.owl,843,124,2610,1615,1157,378,80,30,123,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_10134.owl,1538,0,3354,1807,1804,0,3,0,9,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_1211.owl,1165,0,3879,2712,1684,1028,0,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_727.owl,1165,0,3879,2712,1684,1028,0,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_7327.owl,894,124,2696,1674,1228,378,68,27,102,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_1346.owl,837,0,3975,3137,1058,2079,0,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_12372.owl,837,0,3975,3137,1058,2079,0,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_9122.owl,233,780,1662,1344,403,941,0,0,87,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_4313.owl,629,0,1325,696,696,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_11572.owl,861,772,2568,1707,935,772,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_7818.owl,261,157,1810,1353,715,629,9,99,98,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_7938.owl,1665,0,3995,2325,2321,0,4,0,5,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_3515.owl,1395,0,3279,1872,1865,0,7,0,12,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_9251.owl,637,1348,2937,2299,951,1348,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_12892.owl,637,1348,2938,2300,951,1348,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_9096.owl,841,103,2641,1703,1345,315,43,27,71,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_13578.owl,1191,0,2884,1692,1691,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_6437.owl,777,0,3355,2494,2453,0,41,45,40,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_13298.owl,791,0,2357,1560,1557,0,3,0,6,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_3635.owl,1093,0,3096,2002,2001,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_15030.owl,146,240,2098,1634,1393,240,1,159,160,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_5688.owl,976,204,2888,1823,1444,315,64,0,91,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_725.owl,1743,0,4185,2437,2433,0,4,0,5,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_14840.owl,1555,0,3625,2058,2051,0,7,0,12,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_6401.owl,347,153,2233,1763,857,838,68,0,125,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_7169.owl,1268,0,2535,1267,1267,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_13413.owl,761,4,3427,2661,1505,1153,3,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_12097.owl,1171,1028,3889,2716,1688,1028,0,0,2,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_8273.owl,317,0,2498,1862,1356,0,506,11,309,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_8911.owl,251,41,2251,1683,1097,82,504,3,315,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_1509.owl,256,30,2353,1772,1188,69,515,4,322,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_6446.owl,34,567,1979,1879,134,1731,14,39,28,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_6409.owl,1555,0,3624,2057,2050,0,7,0,12,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_5266.owl,1555,0,3624,2057,2050,0,7,0,12,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_10860.owl,177,163,1401,1152,609,526,0,33,41,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_5376.owl,1176,0,2777,1599,1598,0,1,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_1707.owl,1041,0,3193,2071,1937,0,134,8,74,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_894.owl,1873,0,4225,2349,2348,0,1,0,3,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_6923.owl,884,418,3637,2693,1111,1517,65,6,55,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_9786.owl,1287,0,3610,2131,1796,0,335,1,191,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_15273.owl,821,0,3753,2848,2807,0,41,45,40,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_2646.owl,1185,0,2875,1688,1687,0,1,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_1017.owl,1184,0,2874,1688,1687,0,1,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_7216.owl,632,0,1890,1252,1252,0,0,0,7,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_2950.owl,821,0,3839,2934,2893,0,41,45,40,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_7007.owl,69,329,2077,1945,311,1628,6,33,31,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_8563.owl,1621,0,3667,2035,2028,0,7,0,11,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_14370.owl,321,185,2491,2120,390,1685,45,0,51,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_3783.owl,767,260,2249,1481,1192,289,0,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_2266.owl,843,2079,3985,3141,1062,2079,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_15950.owl,1880,0,3992,2111,2110,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_14153.owl,1555,0,3849,2277,2270,0,7,0,17,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_5485.owl,1263,0,3706,2434,2431,0,3,0,9,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_10160.owl,1263,0,3706,2434,2431,0,3,0,9,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_5078.owl,873,7,4406,3531,1333,2198,0,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_11362.owl,873,7,4406,3531,1333,2198,0,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_12965.owl,873,7,4406,3531,1333,2198,0,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_7483.owl,2257,530,5564,3296,2260,1026,10,0,12,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_8730.owl,82,469,2302,2124,242,1800,82,0,96,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_316.owl,1351,0,3898,2538,2535,0,3,0,9,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_3503.owl,1107,124,3386,2119,1659,378,82,32,129,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_13113.owl,1271,210,3581,2171,1844,211,116,0,141,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_12723.owl,1405,0,3921,2312,1955,0,357,1,203,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_9402.owl,1453,0,3957,2497,2493,0,4,0,7,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_10366.owl,1582,0,2534,941,941,0,0,0,11,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_7364.owl,1072,0,3569,2490,2486,0,4,0,7,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_11316.owl,1821,11,4308,2464,2434,11,19,0,23,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_15526.owl,1428,0,3992,2356,1992,0,364,1,207,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_12397.owl,2258,0,4936,2676,2675,0,1,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_7833.owl,1583,0,2535,941,941,0,0,0,11,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_412.owl,1166,0,3781,2498,2317,0,181,0,118,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_670.owl,2038,0,4365,2326,2325,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_2313.owl,1688,363,4266,2561,1935,616,10,0,17,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_11647.owl,155,404,2482,2243,362,1851,30,30,57,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_3003.owl,2150,0,4763,2609,2608,0,1,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_10026.owl,350,398,2367,1988,395,1587,6,0,30,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL
ore_ont_14353.owl,122,456,2407,2141,390,1629,122,0,144,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_13545.owl,1655,179,4638,2915,2633,189,93,1,69,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_5707.owl,541,0,2232,1504,1376,0,128,0,188,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_16056.owl,309,213,2211,1898,1439,459,0,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_13405.owl,72,151,1612,1426,327,991,108,17,98,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_4279.owl,1555,0,4291,2727,2723,0,4,0,9,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_1603.owl,350,0,2239,1675,1361,0,314,0,215,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_9662.owl,1514,1,4180,2459,2114,1,344,7,201,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_4383.owl,1997,0,3204,1200,1200,0,0,0,7,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_7776.owl,2147,0,4598,2450,2449,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_4652.owl,2000,0,3308,1279,1279,0,0,0,29,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_14031.owl,1926,0,4912,2975,2967,0,8,0,11,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_1481.owl,307,1063,2272,1841,539,1302,0,0,126,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_3931.owl,2307,0,5151,2821,2808,0,13,0,24,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_9617.owl,1601,0,4284,2673,2673,0,0,0,10,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_7610.owl,92,548,2596,2482,257,2219,6,8,15,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_7893.owl,345,0,1535,1156,1156,0,0,1,33,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_2496.owl,1555,0,4369,2802,2799,0,3,0,12,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_12281.owl,1555,0,4369,2802,2799,0,3,0,12,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_13859.owl,950,161,4406,3357,3137,169,51,46,54,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_2022.owl,1861,0,5321,3456,3452,0,4,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_15292.owl,1865,0,5326,3458,3454,0,4,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_5080.owl,1648,0,4485,2825,2822,0,3,0,12,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_8640.owl,803,329,2987,1919,1149,686,84,0,267,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL
ore_ont_10874.owl,39,445,2576,2474,275,2193,6,33,31,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_10004.owl,2530,0,5608,3077,3076,0,1,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_4198.owl,41,323,2205,2095,333,1757,5,37,33,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_544.owl,2287,0,3800,1512,1512,0,0,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_5213.owl,1925,0,5510,3581,3577,0,4,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_9598.owl,1601,0,4284,2673,2673,0,0,0,10,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_13219.owl,91,324,3328,3119,432,2687,0,105,13,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_13444.owl,2095,0,5438,3331,3319,0,12,0,12,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_9998.owl,2314,0,3817,1472,1472,0,0,0,31,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_15741.owl,1187,0,5261,4073,1687,2385,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_15583.owl,1847,0,3056,1183,1173,10,0,0,26,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_8175.owl,1187,0,5261,4073,1687,2385,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_4527.owl,2101,0,6174,4069,2241,1826,2,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_13474.owl,860,855,4242,3382,1311,2070,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_380.owl,1214,0,3621,2407,2407,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_566.owl,1220,0,3631,2411,2411,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_10146.owl,2291,0,5098,2790,2783,0,7,0,17,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_14285.owl,110,580,1847,1669,255,1344,70,12,60,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_7120.owl,3039,0,6077,3038,3038,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_15860.owl,1699,260,4369,2669,2124,545,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_10350.owl,2314,0,4650,2335,2335,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_5983.owl,1861,0,4589,2726,2725,0,1,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_2440.owl,1864,0,4599,2733,2732,0,1,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_3102.owl,2849,0,6087,3220,3215,0,5,0,18,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_8142.owl,215,252,2814,2385,1069,1178,138,39,176,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_5502.owl,2397,22,5838,3285,3187,24,74,54,103,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_7532.owl,1924,2,5308,3097,2623,3,471,8,280,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_6226.owl,280,963,3522,3222,271,2951,0,0,22,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_8290.owl,3088,0,6535,3448,3448,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_869.owl,2347,0,5423,3065,3058,0,7,0,11,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_8298.owl,2339,0,5415,3065,3058,0,7,0,11,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_14667.owl,1046,4,6053,5002,2266,2733,3,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_524.owl,1193,2385,5271,4077,1691,2385,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_8744.owl,1836,0,7172,5328,2248,3076,4,0,8,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_1117.owl,777,772,4652,3875,871,3003,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_9947.owl,2411,2410,7295,4884,2415,2469,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_12914.owl,1666,0,4104,2416,2408,0,8,0,22,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_3545.owl,39,501,3244,3147,141,2922,84,5,53,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_9943.owl,5104,0,10202,5098,5098,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_3968.owl,1864,0,4600,2733,2732,0,1,0,3,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_2377.owl,1663,0,4099,2414,2406,0,8,0,22,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_7778.owl,2016,6,7129,5100,2197,2900,3,0,13,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_8509.owl,1726,171,4963,3096,2610,463,23,31,111,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_218.owl,2338,0,6250,3843,3788,0,55,0,69,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_2612.owl,2023,0,4999,2977,2977,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_507.owl,1607,0,7073,5456,2675,2781,0,0,10,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_6817.owl,777,772,5336,4559,871,3687,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_14912.owl,1155,7,7895,6712,1826,4843,43,0,28,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_2569.owl,3399,0,7395,3992,3991,0,1,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_3313.owl,865,2070,4219,3353,1283,2070,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_8595.owl,1865,150,5475,3388,2795,465,128,36,187,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_13153.owl,1882,150,5504,3400,2812,460,128,36,187,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_8203.owl,2983,0,7262,4278,3775,502,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_15297.owl,1886,150,5523,3415,2822,465,128,36,187,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_5894.owl,1914,150,5576,3440,2847,465,128,36,187,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_509.owl,1874,168,5551,3455,2810,517,128,36,187,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_6566.owl,1617,0,4928,3306,3306,0,0,0,5,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_9435.owl,2982,0,6759,3776,3775,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_11685.owl,473,0,2646,1781,1781,0,0,1,392,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_11349.owl,1835,1,7431,5595,2044,3550,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_9248.owl,1993,150,5772,3552,2958,465,129,36,192,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_11703.owl,2222,8,8204,5964,2468,3489,7,0,18,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_7817.owl,2103,150,5916,3587,3098,361,128,36,191,0,OWL2_DL - OWL2_FULL,OWL2_DL
